company_name,job_title,location,state,est_salary,min_salary,max_salary,python,spark,excel,aws,rating,sector,industry,job_age,job_description
American Express Global Business Travel,"Data Scientist II, Analytics","New York, NY",NY,70000-131000,70000.0,131000.0,0,0,0,0,4.2,Financial Services,Financial Transaction Processing,2d,"Why Join Egencia?
Connections matter when it comes to business, and those connections start with our inclusive team of travel enthusiasts and technologists.
Our customers love working with us because we know satisfied customers start with a knowledgeable and enthusiastic team to support them. So, we are committed to creating an inclusive work environment with a diverse workforce. We make sure every voice is heard. We trust each other to get great work and we encourage everyone to speak up, speak out, and be themselves.

Position Overview:
Egencia Analytics team is seeking a talented candidate for the role of Data Scientist/ Sr Business Analyst. We are looking for intelligent, results-oriented, passionate self-starters to join our team. Using advance analytical techniques, the role will support the Egencia Commercial teams through critical projects and influence decisions based on data and analyses to help achieve internal partners’ objectives.
You will have the opportunity to work on a broad spectrum of areas such as Marketing operations, Supplier analytics etc.



United States - New York - New York Head Quarters"
"Twitch Interactive, Inc.",Data Scientist - Analytics,"San Francisco, CA",CA,70000-131000,70000.0,131000.0,1,0,0,0,3.8,Information Technology,Internet & Web Services,3d,"You Have: • Bachelor's degree in a mathematic, scientific or information technology field of study; Master's degree preferable • 4+ years of experience as a data scientist or data analyst in a high-velocity environment • Expert fluency in SQL-based data manipulation • Experience using scripting languages such as R or Python for data analysis • Experience building aggregates and optimizing data workstreams • High level of comfort creating dashboards in Tableau or comparable software • Impact-oriented, customer-centric approach to data analysis
Job summary
About Us:

Twitch is the world's biggest live streaming service, with global communities built around gaming, entertainment, music, sports, cooking, and more. It's where millions of people come together to chat, interact, and make their own entertainment.
Launched in 2011, Twitch is a global community that comes together each day to create multiplayer entertainment: unique, live, unpredictable experiences created by the interactions of millions. We bring the joy of co-op to everything, from casual gaming to world-class esports to anime marathons, music, and art streams. Twitch also hosts TwitchCon, where we bring everyone together to celebrate, learn, and grow their personal interests and passions. We're always live at Twitch. Stay up to date on all things Twitch on Linkedin, Twitter and on our Blog.

About the Role:

Data is central to Twitch's decision-making process, and data scientists are a critical component to evangelize data-driven decision making in all of our operations. As a data scientist at Twitch, you will be on the ground floor with your team, shaping the way performance is measured, defining what questions should be asked, and scaling analytics methods and tools to support our growing business, leading the way for high quality, high velocity decisions for your team.

The Creator Data Science & Analytics team is looking for a Data Scientist to support the Content Strategy team. For this role, we're looking for an experienced data scientist to collaborate and support the strategy team in shaping, evaluating, and developing new opportunities for our creators. Reporting to the Manager of Creator Data Science & Analytics, you will be responsible to define and track KPIs, support strategic initiatives, implement data instrumentation, and perform data analysis. In this role, you'll partner with strategy, business/GTM, and finance stakeholders, in bringing business opportunities from idea to launch. Our ideal candidate is a ""full-stack"" data powerhouse who uses data to drive decision making to ensure the best experiences for our creators and their communities.

You Will:"
PayPal,Data Scientist,"Chicago, IL",IL,70000-131000,70000.0,131000.0,0,0,0,0,4.1,Information Technology,Internet & Web Services,16d,"At PayPal (NASDAQ: PYPL), we believe that every person has the right to participate fully in the global economy. Our mission is to democratize financial services to ensure that everyone, regardless of background or economic standing, has access to affordable, convenient, and secure products and services to take control of their financial lives.
Job Description Summary: ""PayPal’s Risk as a Service Data Scientists are comprehensive Data Science & Analytical experts who collaborate within a team of technical and business industry experts, to ensure that their customers are successful in their deployments in catching fraud and malicious activities. They continually improve and apply their technical knowledge and analytical skills across the product suite at every level of the customer. A successful Data Scientist will build upon the products and provide subject matter expertise to ensure that they can not only design, implement and deploy a successful fraud solution, including machine learning models and data analysis, as well as be able explain and design the solution together with the clients’ business team, leading to happy customers. """
RELX,Data Scientist (Python/SQL),"Alpharetta, GA",GA,70000-131000,70000.0,131000.0,0,0,0,0,3.9,Information Technology,Enterprise Software & Network Solutions,17d,"LexisNexis® Risk Solutions provides customers with solutions and decision tools that combine public and industry specific content with advanced technology and analytics to assist them in evaluating and predicting risk and enhancing operational efficiency.
As the Innovation Engineering Group, our goal is to utilize the power of data and analytics to improve engineering velocity, reduce costs and help teams make better, timelier decisions.
We are looking for a self-motivated and driven senior data scientist, adept at using current AI/ML methodologies on large data sets, which include, but are not limited to, performing data normalization, trending and forecasting, statistical/predictive modeling, network analysis, text mining, natural language processing and image recognition. This position will work on multiple projects concurrently, will self-manage their tasks with minimal supervision, and may be asked to lead small projects.
Responsibilities
Work with stakeholders throughout the organization to identify opportunities for leveraging company data to improve engineering velocity and drive business solutions."
Snowflake,Data Scientist,"San Mateo, CA",CA,70000-131000,70000.0,131000.0,0,0,0,0,4.3,Information Technology,Enterprise Software & Network Solutions,9d,"There is only one Data Cloud. Snowflake’s founders started from scratch and designed a data platform built for the cloud that is effective, affordable, and accessible to all data users. But it didn’t stop there. They engineered Snowflake to power the Data Cloud, where thousands of organizations unlock the value of their data with near-unlimited scale, concurrency, and performance. This is our vision: a world with endless insights to tackle the challenges and opportunities of today and reveal the possibilities of tomorrow.
Snowflake started with a clear vision: develop a cloud data platform that is effective, affordable, and accessible to all data users. Snowflake developed an innovative new product with a built-for-the-cloud architecture that combines the power of data warehousing, the flexibility of big data platforms, and the elasticity of the cloud at a fraction of the cost of traditional solutions. We are now a global, world-class organization with offices in more than a dozen countries and serving many more.
We’re looking for a talented Data Scientist to come aboard the Streamlit Data Science team. In this role, you will work closely with our Product and Engineering teams to uncover insights about how customers use Streamlit and Snowflake, helping to inform Product’s decision making and focus Engineering efforts. You will also work on long-running analytical initiatives marked by greater complexity and less structure that will yield substantial product enhancements. This is a strategic, high-impact role that will help shape the future of Snowflake products and services."
Visa,Senior Data Scientist,"Atlanta, GA",GA,70000-131000,70000.0,131000.0,0,0,0,0,4.0,Information Technology,Information Technology Support Services,24h,"Company Description

Visa is a world leader in digital payments, facilitating more than 215 billion payments transactions between consumers, merchants, financial institutions and government entities across more than 200 countries and territories each year. Our mission is to connect the world through the most innovative, convenient, reliable and secure payments network, enabling individuals, businesses and economies to thrive.
When you join Visa, you join a culture of purpose and belonging – where your growth is priority, your identity is embraced, and the work you do matters. We believe that economies that include everyone everywhere, uplift everyone everywhere. Your work will have a direct impact on billions of people around the world – helping unlock financial access to enable the future of money movement.
Join Visa: A Network Working for Everyone."
Pfizer,"Associate Scientist, Data Support","Groton, CT",CT,70000-131000,70000.0,131000.0,0,0,0,0,4.2,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,4d,"Why Patients Need You
Pfizer’s purpose is to deliver breakthroughs that change patients’ lives. Research and Development is at the heart of fulfilling Pfizer’s purpose as we work to translate advanced science and technologies into the therapies and vaccines that matter most. Whether you are in the discovery sciences, ensuring drug safety and efficacy or supporting clinical trials, you will apply cutting edge design and process development capabilities to accelerate and bring the best-in-class medicines to patients around the world.

What You Will Achieve
At Pfizer we deliver breakthroughs that change patients’ lives. In this job, you'll be joining a team which plays a vital role in this mission through the discovery of Pfizer’s small molecule and synthetically derived drugs. In your work, you will be joining a team comprised of experts in the major scientific disciplines involved in the discovery and preclinical development of small molecule drugs including molecular design, synthesis, computational chemistry, pharmacology, chemical biology, structural biology, biophysics, DMPK and analytical chemistry. You will be assisting with the delivery of high-quality drug candidates into the clinic, establishing new drug design approaches and principles, and developing synthetic innovations that drive medicinal chemistry strategies.

As an Associate scientist, you will be at the center of our operations and you’ll find that everything we do, every day, is in line with an unwavering commitment to quality. Your strong foundation in general scientific practice, its principles and concepts will help in meeting critical deadlines. You will be relied on as a technical contributor to assess the assigned tasks and make decisions that involve direct application of your knowledge.







Work Location Assignment: On Premise






Research and Development"
Adobe,Data Scientist,"San Francisco, CA",CA,70000-131000,70000.0,131000.0,0,0,0,0,4.4,Information Technology,Computer Hardware Development,19d,"locations
San Francisco
San Jose
Seattle
time type
Full time
posted on
Posted 19 Days Ago
job requisition id
R126376
Our Company

Changing the world through digital experiences is what Adobe’s all about. We give everyone—from emerging artists to global brands—everything they need to design and deliver exceptional digital experiences! We’re passionate about empowering people to create beautiful and powerful images, videos, and apps, and transform how companies interact with customers across every screen.

We’re on a mission to hire the very best and are committed to creating exceptional employee experiences where everyone is respected and has access to equal opportunity. We realize that new ideas can come from everywhere in the organization, and we know the next big idea could be yours!"
Visa,Data Scientist,"Arlington, VA",VA,70000-131000,70000.0,131000.0,0,0,0,0,4.0,Information Technology,Information Technology Support Services,3d,"Company Description

Visa is a world leader in digital payments, facilitating more than 215 billion payments transactions between consumers, merchants, financial institutions and government entities across more than 200 countries and territories each year. Our mission is to connect the world through the most innovative, convenient, reliable and secure payments network, enabling individuals, businesses and economies to thrive.
When you join Visa, you join a culture of purpose and belonging – where your growth is priority, your identity is embraced, and the work you do matters. We believe that economies that include everyone everywhere, uplift everyone everywhere. Your work will have a direct impact on billions of people around the world – helping unlock financial access to enable the future of money movement.
Join Visa: A Network Working for Everyone."
Adobe,Machine Learning Engineer,"Waltham, MA",MA,70000-131000,70000.0,131000.0,0,0,0,0,4.4,Information Technology,Computer Hardware Development,3d,"locations
Waltham
San Jose
time type
Full time
posted on
Posted 4 Days Ago
job requisition id
R125588
Our Company

Changing the world through digital experiences is what Adobe’s all about. We give everyone—from emerging artists to global brands—everything they need to design and deliver exceptional digital experiences! We’re passionate about empowering people to create beautiful and powerful images, videos, and apps, and transform how companies interact with customers across every screen.

We’re on a mission to hire the very best and are committed to creating exceptional employee experiences where everyone is respected and has access to equal opportunity. We realize that new ideas can come from everywhere in the organization, and we know the next big idea could be yours!"
PayPal,Machine learning scientist,"San Jose, CA",CA,70000-131000,70000.0,131000.0,1,0,0,0,4.1,Information Technology,Internet & Web Services,2d,"At PayPal (NASDAQ: PYPL), we believe that every person has the right to participate fully in the global economy. Our mission is to democratize financial services to ensure that everyone, regardless of background or economic standing, has access to affordable, convenient, and secure products and services to take control of their financial lives.
Job Description Summary: • Design, develop and implement advanced predictive models using advanced machine learning techniques including neural network, and tree-based models . • Collaborate with other data scientists and engineers to formulate innovative solutions to experiment and implement advanced data mining techniques • Being able to work with large volumes of data; including extracting and analyzing big data using high-level languages such as Python, SQL, Pig, Hive, R. • Communicate complex concepts and the results of the analyses in a clear and effective manner through creative visualization
Job Description:"
Facebook App,Data Scientist,"San Francisco, CA",CA,70000-131000,70000.0,131000.0,0,0,0,0,4.3,Information Technology,Internet & Web Services,2d,"Want to apply your passion for data to help small businesses thrive? Join the Small Business Group (SBG) at Meta! You will directly contribute to our mission of helping small businesses connect with their customers and grow through solutions like pages, advertising, and offers. Together, we succeed when small businesses succeed.Our team collects and analyzes survey and behavioral datasets to understand new challenges, solve problems, and shape decisions. Our research covers a wide range of topics: understanding customer profiles, assessing their needs, pain points and overall experience, providing recommendations for product strategy, marketing and sales teams, evaluating the economic and social impact, improving survey science and causal measurement methods, and brand sentiment. To tackle these topics, our interdisciplinary team have expertise in statistical inference, survey methodology, causal inference and econometrics, regression modeling, exploratory data analysis, and psychometrics, among other areas. If you are a quantitative social scientist with experience answering complex research questions, consider joining us in our mission. In this role, you’ll own all aspects of the research process, including navigating trade-offs when designing projects, proposing appropriate methodologies, analyzing data, and communicating results to diverse audiences to drive impactful decisions. You will have the opportunity to learn new methodologies and how to glean insights from big data.
















Facebook is proud to be an Equal Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law.Facebook is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com."
Vacasa,Jr. Data Scientist,"Boise, ID",ID,70000-131000,70000.0,131000.0,0,0,0,0,3.5,Real Estate,Real Estate,24h,"Why Vacasa
We started with just one home and an idea: to bring homeowners and renters together with smart technology and caring local teams. Today, we're the largest full-service vacation rental company in North America thanks to the people who give us their best every day. You'll fit right in here if you're curious, entrepreneurial, and thrive in a rapid-growth environment.
Why Product at Vacasa
Our motto is to move fast and dream big. Vacasa is well-resourced and we're going places. Our culture is laid-back but our turnarounds are tight, so we switch gears quickly. You'll innovate and iterate, and your work will make an impact.
What we're looking for"
Atlassian,"Data Scientist, Enterprise Marketing","San Francisco, CA",CA,70000-131000,70000.0,131000.0,0,0,0,0,4.7,Information Technology,Computer Hardware Development,3d,"Working at Atlassian

Atlassian can hire people in any country where we have a legal entity. Assuming you have eligible working rights and a sufficient time zone overlap with your team, you can choose to work remotely or return to an office as they reopen (unless it’s necessary for your role to be performed in the office). Interviews and onboarding are conducted virtually, a part of being a distributed-first company.

Your future team
The Marketing Analytics team has spent many years blazing new trails to help Atlassian's most important growth decisions. We connect the dots from data and analytics to how our go-to-market teams impact our growth trajectory. We are dedicated to an agile methodology that enables decisions, while still ensuring quality work. We also know the importance of validating assumptions in our data, and we use different types of testing to prove those assumptions. For us, it is all about allowing Atlassian to grow by delivering data in the right way, at the right time, to partners across the company"
PayPal,Senior Data Scientist,"Chicago, IL",IL,70000-131000,70000.0,131000.0,0,0,0,0,4.1,Information Technology,Internet & Web Services,30d+,"At PayPal (NASDAQ: PYPL), we believe that every person has the right to participate fully in the global economy. Our mission is to democratize financial services to ensure that everyone, regardless of background or economic standing, has access to affordable, convenient, and secure products and services to take control of their financial lives.
Job Description Summary: Fuelled by a fundamental belief that having access to financial services creates opportunity, PayPal (NASDAQ: PYPL) is committed to democratizing financial services and empowering people and businesses to join and thrive in the global economy. Our open digital payments platform gives PayPal’s over 300 million active account holders the confidence to connect and transact in new and powerful ways, whether they are online, on a mobile device, in an app, or in person. Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and flexibility when sending payments, paying or getting paid. Available in more than 200 markets around the world, the PayPal platform, including Braintree, Venmo and Xoom enables consumers and merchants to receive money in more than 100 currencies, withdraw funds in 56 currencies and hold balances in their PayPal accounts in 25 currencies. The Advanced Analytics & Decision Strategy team is a key partner and enabler of data driven decisions in PayPal. The team is responsible for helping the partners measure the product efficacies and Product performances, answer business questions through data and measure KPI goals by providing outstanding business insights & visualisations. We are looking for a strong Data Scientist to support the Instrumentation, Insights & intelligence team. You will work very closely with the product, payments, and other engineering teams as well as senior management to help meet the company’s goals."
First Republic Bank,Data Scientist,"San Francisco, CA",CA,93000-192000,93000.0,192000.0,0,0,0,0,4.2,Financial Services,Banking & Lending,6d,"Description
**Visa sponsorship not available for this role

At First Republic, we care about our people. Founded in 1985, we offer extraordinary client service in private banking, private business banking and private wealth management. We believe that personal connections are everything and our success is driven by the relationships we form with our colleagues and clients. You'll always feel empowered and valued here.

Incredible teams doing exceptional work, every day
In Data & Client Insights, we are responsible for delivering accurate data reporting to help promote data fluency, improve client service, and inform business decisions across the enterprise. We aim to maximize the value of the Bank's data to capitalize on competitive opportunities in increasingly sophisticated ways."
Spotify,"Machine Learning Engineer, Personalization","New York, NY",NY,93000-192000,93000.0,192000.0,0,0,0,0,4.2,Information Technology,Internet & Web Services,1d,"Engineering
Machine Learning
The Personalization team makes deciding what to play next easier and more enjoyable for every listener. From Daily Mix to Discover Weekly, we’re behind some of Spotify’s most-loved features. We built them by understanding the world of music and podcasts better than anyone else. Join us and you’ll keep millions of users listening by making great recommendations to each and every one of them. We ask that our team members be physically located in Central European time or Eastern Standard/Daylight time zones for the purposes of our collaboration hours.
Location
New York"
MARS,Data Scientist,"Chicago, IL",IL,93000-192000,93000.0,192000.0,0,0,0,0,4.2,Manufacturing,Food & Beverage Manufacturing,1d,"Data Scientist, Supply Chain Analytics
Location: Chicago, IL or Newark, NJ
The Data Scientist role is responsible for evangelizing the adoption of data driven decisions across Mars by leading the development of advanced analytical tools that utilize the vast amounts of data available to the company. These tools will be rooted in a strong statistical foundation and leverage cutting-edge machine learning concepts to provide actionable insights for solving business problems or finding opportunities for profitable growth.
You will be required to have proficient knowledge and strong experience in the interconnected disciplines of Applied Data Science, Optimization, AI/ML, and Operations Research. You are a strong engineer with deep expertise in cutting-edge technologies, robust design, development, coding, and testing of high-standard and scalable solutions."
Aon,"Data Scientist - Construction & Infrastructure, North America","Chicago, IL",IL,93000-192000,93000.0,192000.0,1,0,1,0,3.9,Insurance,Insurance Agencies & Brokerages,1d,"Aon is searching for a Data Scientist- Construction & Infrastructure Group in Chicago, IL

Key Functions:
Collect structured and unstructured data
Review existing data and data sources to improve data quality and collection
Processing, cleansing & verifying of data
Analyzing data for trends and patterns and to find answers to specific questions
Engaging with client account leaders to identify internal and external client data and analytics needs
Ensuring focus on data integrity, validity, reliability in accordance with standard processes, best practices, and regulatory standards
Formulating, suggesting, and leading data-driven projects which are geared at fostering the business's interests
Develop polished reports and analysis to deliver client value
Help the team deliver on various technology and innovation related projects


Excel
VBA, SQL
Power BI
Experience with R and Python
Knowledge of common machine learning libraries


Bachelor’s degree from an accredited university or college in Business or Data Science
Insurance Industry experience
Experience with Relational Databases
Strong analytical abilities and a track record of project success
Willingness to learn and solve complex analytical problems
Understanding of Data & Analytics including familiarity with tools commonly used
Ability to perform well under pressure, on multiple workstreams, and with tight deadlines
Ability to plan, manage, and report on project initiatives
Ability to organize and direct project resources and colleagues towards project goals
Regularly identifies opportunities to take on additional responsibility and to work more efficiently
Strong interpersonal skills and the ability to build relationships with clients

Aon is in the business of better decisions

At Aon, we shape decisions for the better to protect and enrich the lives of people around the world.

As an organization, we are united through trust as one inclusive, diverse team, and we are passionate about helping our colleagues and clients succeed.

How we support our colleagues

In addition to our comprehensive benefits package, we encourage a diverse workforce. Plus, our agile, inclusive environment allows you to manage your wellbeing and work/life balance, ensuring you can be your best self at Aon. Furthermore, all colleagues enjoy two “Global Wellbeing Days” each year, encouraging you to take time to focus on yourself. We offer a variety of working style solutions, but we also recognize that flexibility goes beyond just the place of work... and we are all for it. We call this Smart Working!

Our continuous learning culture inspires and equips you to learn, share and grow, helping you achieve your fullest potential. As a result, at Aon, you are more connected, more relevant, and more valued.

Aon values an innovative, diverse workplace where all colleagues feel empowered to be their authentic selves. Aon is proud to be an equal opportunity workplace.

Aon provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, creed, sex, sexual orientation, gender identity, national origin, age, disability, veteran, marital, domestic partner status, or other legally protected status. Aon is committed to a diverse workforce and is an affirmative action employer. People with criminal histories are encouraged to apply.

We provide individuals with disabilities reasonable accommodations to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment in accordance with applicable law. Please contact us to request an accommodation on ReasonableAdjustments@Aon.com

Nothing in this job description restricts management's right to assign or reassign duties and responsibilities to this job at any time.

#LI-BK 2510078"
Booz Allen Hamilton,"Data Scientist, Junior","Patuxent River, MD",MD,93000-192000,93000.0,192000.0,0,0,0,0,4.2,Management & Consulting,Business Consulting,1d,"The Challenge:
Are you excited at the prospect of unlocking the secrets held by a data set? Are you fascinated by the possibilities presented by the IoT, machine learning, and artificial intelligence advances? In an increasingly connected world, massive amounts of structured and unstructured data open up new opportunities. As an aspiring data scientist, you know you can help turn these complex data sets into useful information to solve global challenges. Across private and public sectors — from fraud detection, to cancer research, to national intelligence — you see data scientists turning data into actions and you want to be part of the team.
We have an opportunity for you to develop your analytical skills and establish your career in data science. You’ll join a rigorous training program that combines skills assessments, a comprehensive curriculum, functional mentorship, a capstone analytic challenge, and support to place you on your first data science project. You’ll learn how to write scripts to integrate data, conduct exploratory data analysis to discover hidden trends, apply machine learning to train predictive models, and use the right combination of tools and frameworks to turn that set of disparate data points into objective answers that inform decisions. Equipped with the foundational data science skills to accelerate your career, you’ll join a team and apply those skills to support our clients’ critical national security missions. Embrace the challenge and join us in driving change through data science."
Qualtrics,"Jr. Data Scientist, Revenue Operations","Provo, UT",UT,93000-192000,93000.0,192000.0,0,0,0,0,4.2,Information Technology,Computer Hardware Development,30d+,"The Qualtrics XM Platform™ is a system of action that helps businesses to attract customers who stay longer and buy more, to engage and empower employees to do the best work of their lives, to develop breakthrough products people love, and to build a brand people can’t imagine living without.

Joining Qualtrics means becoming part of a team bold enough to chase breakthrough experiences - like building a technology that will be a force for good. A team committed to diversity, equity, and inclusion because of a conviction that every voice holds value, with a vision for representation that matches the world around us and inclusion that far exceeds it. You could belong to a team whose values center on transparency, being all in, having customer obsession, acting as one team, and operating with scrappiness. All so you can do the best work of your career.

We believe every interaction is an opportunity. Are we yours?"
World Bank Group,Junior Data Scientist,"Washington, DC",DC,93000-192000,93000.0,192000.0,0,0,0,0,4.1,Not given,Not given,9d,"Job #:
req17684

Organization:
World Bank

Sector:
Economics

Grade:
GE

Term Duration:"
Lidl US,Jr. Data Scientist (Remote Eligible),"Arlington, VA",VA,93000-192000,93000.0,192000.0,0,0,0,0,3.1,Retail & Wholesale,Grocery Stores,1d,"Location
HQ
3500 S Clark Street
Arlington, VA 22202
Employment Type
Full-Time
Experience Level"
Delta,"Data Scientist, Operations Decision Science","Atlanta, GA",GA,93000-192000,93000.0,192000.0,0,0,0,0,4.4,Transportation & Logistics,"Airlines, Airports & Air Transportation",17d,"United States, Georgia, Atlanta
Ops Control
10-May-2022
Ref #: 14626"
Atlassian,Machine Learning Scientist,"San Francisco, CA",CA,93000-192000,93000.0,192000.0,0,0,0,0,4.7,Information Technology,Computer Hardware Development,22d,"Working at Atlassian

Atlassian can hire people in any country where we have a legal entity. Assuming you have eligible working rights and a sufficient time zone overlap with your team, you can choose to work remotely or return to an office as they reopen (unless it’s necessary for your role to be performed in the office). Interviews and onboarding are conducted virtually, a part of being a distributed-first company.

Atlassian is looking for a Machine Learning Scientist specializing in search to join our Core ML team! You will be a member of the Core ML team but also partner with the Search Platform team to help to build out the machine learning and data science capabilities to provide our Atlassian customers with a fast, relevant search experience.

Your work will impact millions of users across a whole suite of Atlassian products as you define the foundations for how teams find what they are looking for. This position offers a unique opportunity to work in an exciting environment by implementing cutting-edge machine learning techniques to solve tough, yet unique problems in the enterprise search space."
Genentech,Principal Real World Data Scientist,"San Francisco, CA",CA,93000-192000,93000.0,192000.0,0,0,0,0,4.3,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,2d,"THE POSITION

Roche Data Scientists are essential leaders in driving and implementing a broad range of quantitative drug development strategies; they bring data to life and enable the organization to make the best possible data-driven decisions.

As a Data Scientist at Roche Pharma, you’ll actively shape the future of healthcare as a member of Data and Statistical Sciences (DSS) within Product Development (PD) and PD Data Sciences (PDD). You will be responsible for the strategic and analytical activities of the molecules and devices in our pipeline on a level matching your seniority.

DSS activities span multiple therapeutic areas, a wide range of data types, and collaborations with a variety of experts, all with the goal to develop innovative healthcare solutions for patients and society. Your responsibilities in support of our PDD products may include a wide variety of contributions: partnering with key stakeholders, working on the molecule portfolio, supporting specialized business areas, or contributing to key initiatives that shape our technical, business and healthcare environments. You may be a work product owner and leader, quantitative expert on a project team, or driver of key internal or external relationships."
Calm,"Data Scientist, Analytics",Remote,Remote,93000-192000,93000.0,192000.0,0,0,0,0,4.1,Information Technology,Internet & Web Services,30d+,"Data Scientist, Analytics at Calm
Remote
Who We Are:
At Calm, we have a simple, albeit BIG mission: to make the world a happier and healthier place. Through our website, blog, and app—filled with meditations, sleep stories, music, movement, and more—we’re redefining what mental care looks like in 2021 and beyond. With over 100 million users worldwide, 100,000 new users daily, and our growing partnerships with major companies, we’re having a positive effect on more and more people each and every day. And while the heart of Calm is digital, we are growing and expanding offline with a variety of products and services to help deliver on our mission of health and happiness, the world over.
What We Do:"
The Coca-Cola Company,Data Scientist 2,"Plano, TX",TX,93000-192000,93000.0,192000.0,0,0,0,0,4.0,Manufacturing,Food & Beverage Manufacturing,24h,"About Enterprise Data and Analytics:
The Data and Analytics (DnA) Services organization is transforming how Coca-Cola leverages data across the entire company. We passionately develop and scale leading data capabilities for Coca-Cola, driving growth and delighting consumers through innovation and agile, insight-led decision making.
Job Description Summary:
You will play a critical role in the growing Data Science Services team in DnA, where you will be responsible for developing advanced analytics and machine learning models across domains including: marketing, supply chain optimization, forecasting, digital transformation, and food and beverage science. You will work closely with IT partners, process owners and business stakeholders to deliver impactful data science solutions at significant scale. You will have the opportunity to do your best work every day and deliver disruptive innovation by tapping into new datasets, leveraging the latest cloud technologies, and being supported by a robust analytics and IT organization."
Roche,Data Scientist - (Remote),"Indianapolis, IN",IN,93000-192000,93000.0,192000.0,0,0,0,0,4.2,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,16d,"This is a remote opportunity.
The Opportunity:
This is an exciting time to join Roche Diagnostics! You will help Roche continue to progress through the data maturity model using data science methods and principles to generate deeper insights from a great variety of internal and external data sources. To achieve this, you will identify needs, lead the design and implementation of analytical solutions, provide advice and consulting support to our key business stakeholders and demonstrate value by executing proof-of-concept initiatives and prototyping analytical solutions to answer business questions.

As a Data Scientist, you will position data science as a key competency within the enterprise and be responsible for creating value from data assets using advanced analytics capabilities including data science, machine learning, and artificial intelligence methodologies to identify critical business risk and opportunities for Roche.


Individual contributor"
Visa,Senior Data Scientist,"Atlanta, GA",GA,93000-192000,93000.0,192000.0,0,0,0,0,4.0,Information Technology,Information Technology Support Services,24h,"Company Description

Visa is a world leader in digital payments, facilitating more than 215 billion payments transactions between consumers, merchants, financial institutions and government entities across more than 200 countries and territories each year. Our mission is to connect the world through the most innovative, convenient, reliable and secure payments network, enabling individuals, businesses and economies to thrive.
When you join Visa, you join a culture of purpose and belonging – where your growth is priority, your identity is embraced, and the work you do matters. We believe that economies that include everyone everywhere, uplift everyone everywhere. Your work will have a direct impact on billions of people around the world – helping unlock financial access to enable the future of money movement.
Join Visa: A Network Working for Everyone."
TikTok,Data Scientist - TikTok Account,"San Francisco, CA",CA,93000-192000,93000.0,192000.0,0,0,0,0,3.6,Information Technology,Internet & Web Services,13d,"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo.

The TikTok Account team provides identity and access related services to TikTok and TikTok ecosystem businesses (Ecommerce, Business, Music, Live). We are building Account as a foundation service to empower business innovations. As a product and platform team, we build robust and reliable systems to facilitate the company's various directions, also proactively facilitate user account access growth and security. We are facing engineering challenges across scalability, reliability, security and system performance, as well as a wide variety of business challenges. On this team, you're a big-picture thinker and strategic team-player with a passion for doing what’s right.

Responsibilities
TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We believe individuals shouldn't be disadvantaged because of their background or identity, but instead should be considered based on their strengths and experience. We are passionate about this and hope you are too.

TikTok is committed to providing reasonable accommodations during our recruitment process. If you need assistance or an accommodation, please reach out to us at USRC@tiktok.com"
Snowflake,Data Scientist,"San Mateo, CA",CA,93000-192000,93000.0,192000.0,0,0,0,0,4.3,Information Technology,Enterprise Software & Network Solutions,9d,"There is only one Data Cloud. Snowflake’s founders started from scratch and designed a data platform built for the cloud that is effective, affordable, and accessible to all data users. But it didn’t stop there. They engineered Snowflake to power the Data Cloud, where thousands of organizations unlock the value of their data with near-unlimited scale, concurrency, and performance. This is our vision: a world with endless insights to tackle the challenges and opportunities of today and reveal the possibilities of tomorrow.
Snowflake started with a clear vision: develop a cloud data platform that is effective, affordable, and accessible to all data users. Snowflake developed an innovative new product with a built-for-the-cloud architecture that combines the power of data warehousing, the flexibility of big data platforms, and the elasticity of the cloud at a fraction of the cost of traditional solutions. We are now a global, world-class organization with offices in more than a dozen countries and serving many more.
We’re looking for a talented Data Scientist to come aboard the Streamlit Data Science team. In this role, you will work closely with our Product and Engineering teams to uncover insights about how customers use Streamlit and Snowflake, helping to inform Product’s decision making and focus Engineering efforts. You will also work on long-running analytical initiatives marked by greater complexity and less structure that will yield substantial product enhancements. This is a strategic, high-impact role that will help shape the future of Snowflake products and services."
