company_name,job_title,location,est_salary,rating,sector,industry,job_age,job_description
US Defense Information Systems Agency,DATA SCIENTIST,"Fort Meade, MD",Employer Provided Salary:$126K - $164K,3.7,Government & Public Administration,National Agencies,3d,"Duties
Develop and automates large scale, high-performance data processing systems and tools to improve data quality and volume, accelerate iteration cycles, and improve the ability to deliver superior enabled analytics capabilities.
Perform a broad range of data analyses assignments entailing unique problems, creativity, innovative use of techniques, advance approaches and or new technology
Plan and conduct statistical data analytics projects and/or studies to evaluate, design, and tabulate statistical sampling plans and analytical procedures and processes
Participate in meetings, conferences, briefings, and seminars related to data analytics program planning, technologies, and support system concepts."
Facebook App,Data Scientist,"San Francisco, CA",$99K - $214K (Glassdoor est.),4.3,Information Technology,Internet & Web Services,3d,"Want to apply your passion for data to help small businesses thrive? Join the Small Business Group (SBG) at Meta! You will directly contribute to our mission of helping small businesses connect with their customers and grow through solutions like pages, advertising, and offers. Together, we succeed when small businesses succeed.Our team collects and analyzes survey and behavioral datasets to understand new challenges, solve problems, and shape decisions. Our research covers a wide range of topics: understanding customer profiles, assessing their needs, pain points and overall experience, providing recommendations for product strategy, marketing and sales teams, evaluating the economic and social impact, improving survey science and causal measurement methods, and brand sentiment. To tackle these topics, our interdisciplinary team have expertise in statistical inference, survey methodology, causal inference and econometrics, regression modeling, exploratory data analysis, and psychometrics, among other areas. If you are a quantitative social scientist with experience answering complex research questions, consider joining us in our mission. In this role, you’ll own all aspects of the research process, including navigating trade-offs when designing projects, proposing appropriate methodologies, analyzing data, and communicating results to diverse audiences to drive impactful decisions. You will have the opportunity to learn new methodologies and how to glean insights from big data.
















Facebook is proud to be an Equal Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law.Facebook is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com."
MIT,Data Scientist,"Cambridge, MA",$86K - $167K (Glassdoor est.),4.4,Education,Colleges & Universities,4d,"Information on MIT’s COVID-19 vaccination requirement can be found at the bottom of this posting.

DATA SCIENTIST, Brain and Cognitive Sciences, to serve as data scientist for the InBRAIN Collaboration, a collaboration with the Neurosurgery Department at Massachusetts General Hospital (MGH) that creates opportunities for ethical and innovative human basic and translational intracranial neuroscience research, with a focus on robust data standards and sharing policies. Responsibilities include building data sharing policies, enforcing compliance, and identifying further avenues for collaboration; data warehousing; developing and overseeing protocols for secure and HIPAA-compliant data transfer; building tools to automate data collection, deidentification, and preprocessing steps; creating, maintaining, and modifying dashboards built on a SQL engine to query metadata; training lab members on leveraging the AWS infrastructure; logging, maintaining, and executing access to all computational resources; aiding the development of a new MIT course based on human intracranial data; and performing other duties as needed."
Northrop Grumman,Principal Data Scientist – Digital Transformation – 6423,"Roy, UT",Employer Provided Salary:$96K - $152K,4.0,Aerospace & Defense,Aerospace & Defense,4d,"Requisition ID: R10047239
Category: Research and Sciences
Location: Roy, Utah, United States of America
Citizenship Required: United States Citizenship
Clearance Type: Secret
Telecommute: No- Teleworking not available for this position
Shift: 1st Shift (United States of America)
Travel Required: Yes, 10% of the Time
Positions Available: 1

At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history - from the first flight across the Atlantic Ocean, to stealth bombers, to landing on the moon. We look for people who have bold new ideas, courage and a pioneering spirit to join forces to invent the future, and have fun along the way. Our culture thrives on intellectual curiosity, cognitive diversity and bringing your whole self to work — and we have an insatiable drive to do what others think is impossible. Our employees are not only part of history, they're making history."
Roche,Data Scientist - (Remote),"Indianapolis, IN",Employer Provided Salary:$90K - $135K,4.2,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,17d,"This is a remote opportunity.
The Opportunity:
This is an exciting time to join Roche Diagnostics! You will help Roche continue to progress through the data maturity model using data science methods and principles to generate deeper insights from a great variety of internal and external data sources. To achieve this, you will identify needs, lead the design and implementation of analytical solutions, provide advice and consulting support to our key business stakeholders and demonstrate value by executing proof-of-concept initiatives and prototyping analytical solutions to answer business questions.

As a Data Scientist, you will position data science as a key competency within the enterprise and be responsible for creating value from data assets using advanced analytics capabilities including data science, machine learning, and artificial intelligence methodologies to identify critical business risk and opportunities for Roche.


Individual contributor"
Harley-Davidson,Data Scientist - Remote,"Milwaukee, WI",$67K - $123K (Glassdoor est.),3.5,Manufacturing,Transportation Equipment Manufacturing,1d,"Auto req ID: 17681
Title: Data Scientist - Remote
Job Function: Product Management
Location: Remote
Company: Harley-Davidson Motor Company
Full or Part-Time: Full Time

At Harley-Davidson, we are building more than machines. It’s our passion and commitment to continue the evolution of this storied brand, and heighten the desirability of the Harley-Davidson experience. To keep building our legend and leading our industry through innovation, evolution, and emotion we need the best and brightest talent. We stand for the timeless pursuit of adventure. Freedom for the soul. Are you ready to join us?

We maximize employee flexibility and well-being through a virtual mindset that supports our highly distributed, global workforce. We take an outcome-focused, people-centered approach to winning, including welcoming the best talent - wherever they may be."
Uber,"Data Scientist, Global Brand Marketing","San Francisco, CA",$107K - $208K (Glassdoor est.),4.0,Information Technology,Internet & Web Services,4d,"About the role
We're looking for a Senior Data Scientist to join our Brand Data Science & Analytics team to provide data expertise as we build brand affinity, growth, retention and engagement of the riders, eaters, and drivers/couriers on the Uber platform. The Senior Data Scientist will support the design and development of highly effective and highly measurable marketing programs. You will collaborate cross-functionally with Marketing, Marketing Intelligence, Media, and other teams to influence the creation and development of global and regional initiatives that achieve business/marketing objectives, while being highly measurable.
What you'll do
Mine data and analytics at the customer level to gain a better understanding of their usage behaviors, including impacts of current marketing strategies."
US Office of Inspector General,Data Scientist,"Albuquerque, NM",Employer Provided Salary:$55K - $127K,3.5,Government & Public Administration,National Agencies,4d,"Duties
The following are the duties of this position at the GS-14. If you are selected at a lower grade level, you will have the opportunity to learn to perform all these duties, and will receive training to help you grow in this position.

As a Data Scientist, you will:
Lead or collaborate with appropriate staff in creating advanced analytic products, such as complex numerical and statistical analyses or AI algorithms.
Work with the Director to optimize joint production, development and training efforts and project design.
Support the division in identifying internal training needs regarding available data science methods, assets, tools, and analytics approaches, and provide authoritative advice to enhance efficiency and productivity of staff through the application of AI."
Honda Dev. and Mfg. of Am LLC,Data Analytics Scientist,"Marysville, OH",$63K - $106K (Glassdoor est.),3.6,Not given,Not given,1d,"Data Analytics Scientist(Job Number: HAM0004EF)
Honda Dev. and Mfg. of Am LLC

Description

Data Analytics Scientist
Location: Marysville, OH

What Makes a Honda, is Who makes a Honda"
US Veterans Benefits Administration,Data Scientist,"Albuquerque, NM",Employer Provided Salary:$55K - $151K,3.4,Government & Public Administration,National Agencies,4d,"Duties
Conduct advanced Analytics in areas. (such as: Regression Analysis, Statistical Analysis, Modeling Machine Learning, Natural Language Processing , Time Series forecasting, and Data Visualization).
Perform work utilizing established and emerging data science tools, (such as Toad, SAS, R, Python, Tableau, and cloud analytics platforms).
Conduct data extraction by using computer programming without preset specifications.
Analyze and evaluate (on a quantitative or qualitative basis) the effectiveness of program operations in meeting established goals and objectives.
Develop code for new predictive or time series models.
Evaluate models and findings of other analysts or contractors."
"Amazon Web Services, Inc.",Data Scientist - Nationwide Opportunities,Remote,Employer Provided Salary:$115K,3.8,Information Technology,Internet & Web Services,30d+,"Bachelor’s degree in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.) or equivalent professional or military experience
Experience with ML fields, e.g., natural language processing, computer vision, statistical learning theory
4+ years of industry experience in predictive modeling, data science, and analysis
Experience in an ML engineer or data scientist role building and deploying ML models or hands on experience developing deep learning models
Experience writing code in Python, R, Scala, Java, C++ with documentation for reproducibility
Experience handling terabyte size datasets, diving into data to discover hidden patterns, using data visualization tools, writing SQL, and working with GPUs to develop models
Experience writing and speaking about technical concepts to business, technical, and lay audiences and giving data-driven presentations"
Zelus Analytics,(Junior / Senior) Data Scientist - Sports Analytics,"Austin, TX",Employer Provided Salary:$75K - $150K,Not given,Not given,Not given,12d,"We are seeking data scientists with a passion for sports to implement, automate, and optimize the quantitative models that power our world-class sports intelligence platforms in baseball, basketball, cricket, football (American), hockey, soccer, and tennis. Through your work, you can support the professional teams in our exclusive partner network in their efforts to compete and win championships. We currently have both entry-level and senior positions available, allowing us to consider qualified candidates with a wide range of experience levels.
Zelus Analytics unites a fast-growing startup environment with a research-focused culture that embraces our core values of integrity, innovation, and inclusion. We pride ourselves on providing meaningful mentorship that offers our team the opportunity to develop and expand their skill sets while also engaging with the broader analytics community. In doing so, we hope to create a new path for a more diverse group of highly talented people to push the cutting edge of sports analytics.
We believe that a diverse team is vital to building the world's best sports intelligence platform. Thus, we strongly encourage you to apply if you identify with any marginalized community across race, ethnicity, gender, sexual orientation, veteran status, or disability. At Zelus, we are committed to creating an inclusive environment where all of our employees are enabled and empowered to succeed and thrive."
U.S. Army Training and Doctrine Command,Data Scientist,"Fort Leavenworth, KS",Employer Provided Salary:$96K - $124K,3.8,Government & Public Administration,National Agencies,4d,"Duties
As a Data Scientist, you will perform duties to include but not limited to the following:
Responsible for the application of operations research and advanced data analysis techniques.
Plans and conducts, as project lead or member of a study team, relevant research and analytical studies of Army problems to support critical operational problems and/or decisions.
Directs and coordinates specific data mining, analysis, advanced modeling, development of mathematical algorithms, and computer program design activities with Department of Defense organizations.
Formulates analytical/mathematical procedures to solve operational data problems.
Provides expert consultation to heads of major organizations, high-ranking government official, and key personnel within and outside the federal government."
Los Angeles County Department of Human Resources,SENIOR DATA SCIENTIST,"Los Angeles, CA",Employer Provided Salary:$106K - $143K,3.3,Healthcare,Health Care Services & Hospitals,16d,"EXAM NUMBER:
PH1764A
FIRST DAY OF FILING:
Friday, May 13, 2022 at 8:30 a.m., Pacific Time (PT)
Until the needs of the service are met and is subject to closure without prior notice.
TYPE OF RECRUITMENT:
Open Competitive Job Opportunity

Position Information:
Under general supervision, leads the development and application of methods to identify, collect, process, organize, and analyze structured and unstructured data using advanced statistical prediction, inference, and optimization; effectively communicates results to County, departmental, and divisional decision makers and provides ongoing support to strengthen data-driven program design and management."
CAE Inc.,Data Scientist I,"Tampa, FL",$70K - $131K (Glassdoor est.),3.7,Aerospace & Defense,Aerospace & Defense,3d,"Role and Responsibilities

Summary
The Data Scientist will be responsible for supporting programs and departments throughout the organization by gathering, verifying, formatting and visualizing data for the business to gain insight and improve decision making. They will work closely with internal and external customers and management to develop and deploy data analysis and statistical analysis strategies to improve overall performance of the business. The focus of the Data Scientist is to assess the existing and potential data sources from the business system architecture and processes used for the execution of the business. The Data Scientist will create and manage data interfaces, transformations and controls to ensure data quality, correlation, and identify errors and gaps within the existing large complex datasets representing the performance of the business. The Data Scientist must then communicate the status of the business’ data posture to the relevant stakeholders in order for the information to be actionable by the stakeholders to prioritize and address the identified errors and gaps. Senior Data Scientist will allow the business to create program performance and process models for use in transitioning the business to a data driven organization focused on model predicted and then measured, realized performance improvements.

Regular"
Pipe Technologies,Data Scientist,"Miami, FL",$65K - $102K (Glassdoor est.),5.0,Not given,Not given,1d,"About Pipe
Pipe is a new kind of trading platform that enables entrepreneurs to grow their businesses on their terms. By treating recurring revenue streams as an asset, Pipe allows companies to transform their recurring revenue into up-front capital, instantly. For entrepreneurs, that means more cash flow for scaling a business without dilution or restrictive debt. For investors, Pipe has unlocked a previously untapped asset class. Whether you're an entrepreneur or an investor, Pipe is growth on your terms.
We're a fully distributed, remote-first, fast-growing startup. Our engineering, data science and risk teams are spread from UTC-8 to UTC+6 and we rely heavily on our written communication skills in order to make it work. We believe in giving our team agency and control over their schedules: we avoid standing meetings, and default to asynchronous communication. There are no core working hours, we just ask our team to communicate clearly about their schedules and be considerate to their coworkers if plans change. You will occasionally need to be flexible in order to meet synchronously with colleagues in different time zones."
US United States Space Force Forces,DATA SCIENTIST,"Wright Patterson AFB, OH",Employer Provided Salary:$97K - $127K,4.1,Government & Public Administration,National Agencies,2d,"Duties
1. Analyzes a variety of data sources and systems and determines the potential benefits of automation.
2. Evaluates the effectiveness of operations based on data findings and makes recommendations to improve operations.
3. Facilitates implementation and/or acquisition of commercial and government technological solutions, products and tools.
4. Conducts, leads and/or participates in special studies, projects and functional reviews to improve process automation and digital transformation.
Requirements
Conditions of Employment"
Los Angeles County Department of Human Resources,DATA SCIENTIST,"Los Angeles, CA",Employer Provided Salary:$100K - $135K,3.3,Healthcare,Health Care Services & Hospitals,16d,"EXAM NUMBER:
PH1763A
FIRST DAY OF FILING:
Friday, May 13, 2022 at 8:30 a.m., Pacific Time (PT)
Until the needs of the service are met and is subject to closure without prior notice.
TYPE OF RECRUITMENT:
Open Competitive Job Opportunity

Position Information:
Under general supervision, develops and applies methods to identify, collect, process, organize, and analyze structured and unstructured data using statistical prediction, inference, and optimization; effectively communicates results to County, departmental, and divisional decision makers to support data-driven program design and management."
University of Utah,Data Scientist,"Salt Lake City, UT",Employer Provided Salary:$76K - $130K,4.3,Education,Colleges & Universities,5d,"Announcement
Details
Open Date
11/19/2021

Requisition Number
PRN28533B

Job Title
Data Scientist"
"Twitch Interactive, Inc.",Data Scientist - Analytics,"San Francisco, CA",$109K - $199K (Glassdoor est.),3.8,Information Technology,Internet & Web Services,4d,"You Have: • Bachelor's degree in a mathematic, scientific or information technology field of study; Master's degree preferable • 4+ years of experience as a data scientist or data analyst in a high-velocity environment • Expert fluency in SQL-based data manipulation • Experience using scripting languages such as R or Python for data analysis • Experience building aggregates and optimizing data workstreams • High level of comfort creating dashboards in Tableau or comparable software • Impact-oriented, customer-centric approach to data analysis
Job summary
About Us:

Twitch is the world's biggest live streaming service, with global communities built around gaming, entertainment, music, sports, cooking, and more. It's where millions of people come together to chat, interact, and make their own entertainment.
Launched in 2011, Twitch is a global community that comes together each day to create multiplayer entertainment: unique, live, unpredictable experiences created by the interactions of millions. We bring the joy of co-op to everything, from casual gaming to world-class esports to anime marathons, music, and art streams. Twitch also hosts TwitchCon, where we bring everyone together to celebrate, learn, and grow their personal interests and passions. We're always live at Twitch. Stay up to date on all things Twitch on Linkedin, Twitter and on our Blog.

About the Role:

Data is central to Twitch's decision-making process, and data scientists are a critical component to evangelize data-driven decision making in all of our operations. As a data scientist at Twitch, you will be on the ground floor with your team, shaping the way performance is measured, defining what questions should be asked, and scaling analytics methods and tools to support our growing business, leading the way for high quality, high velocity decisions for your team.

The Creator Data Science & Analytics team is looking for a Data Scientist to support the Content Strategy team. For this role, we're looking for an experienced data scientist to collaborate and support the strategy team in shaping, evaluating, and developing new opportunities for our creators. Reporting to the Manager of Creator Data Science & Analytics, you will be responsible to define and track KPIs, support strategic initiatives, implement data instrumentation, and perform data analysis. In this role, you'll partner with strategy, business/GTM, and finance stakeholders, in bringing business opportunities from idea to launch. Our ideal candidate is a ""full-stack"" data powerhouse who uses data to drive decision making to ensure the best experiences for our creators and their communities.

You Will:"
U.S. Agency for International Development,Data Scientist,"Washington, DC",Employer Provided Salary:$126K - $164K,4.1,Government & Public Administration,National Agencies,4d,"Duties
As a Data Scientist, your duties will be as follows:
Leverage subject matter expertise and significant mastery with a broad range of data analytic concepts, tools, and techniques to explain, address, and support organizational performance and operational challenges.
Design, develop, implement, and manage methods for capturing and converting structured and unstructured data for reporting and analysis.
Design, develop, synthesize, and display data and information using interactive reports, dashboards, and visualizations.
Develop, design, implement, and analyze survey instruments to provide survey advice to OIG operating units."
Indeed,Staff Data Scientist,"Sunnyvale, CA",Employer Provided Salary:$191K - $276K,4.4,Information Technology,Internet & Web Services,10d,"Your Job
The AI Ethics team at Indeed builds systems and processes that advance responsible AI to equitably benefit all job seekers and employers. Our team works on new challenges that have the potential to reshape our business: we define and build the tools that make finding and hiring for jobs measurably fair, accountable, and transparent. This multi-disciplinary team is a mix of research and execution that drives measurable value; we work with the entire organization to define solutions.

As the experts in AI ethics we are responsible for uncovering new opportunities across Indeed’s entire operation and collaborating with teams to validate transformative ideas. Our objective is to be the gold standard in practical AI ethics and demonstrable algorithmic fairness. We’re a fast-growing group including capabilities. AI Ethics efforts are high-visibility and rapidly evolving as we define the practice for our business while incorporating current research in the domain. This senior data scientist will significantly influence the way algorithmic responsibility and ethical data practices are operationalized across the company. You will translate abstract calls into practical strategies and rigorous methods, empowering teams to assess the algorithmic impact of their products on fairness in the labor market.

Responsibilities

SF Bay Area 191,000 - 276,000 USD per year"
Corning,Senior Data Scientist,"Corning, NY",$92K - $182K (Glassdoor est.),3.9,Manufacturing,Electronics Manufacturing,30d+,"Location: Corning, NY, US, 14831
Company: Corning
Requisition Number: 45962

Corning is one of the world’s leading innovators in materials science! For more than 160 years, Corning has applied its unparalleled expertise in specialty glass, ceramics, and optical physics to develop products that have created new industries and transformed people’s lives."
Visa,Data Scientist,"Foster City, CA",$101K - $180K (Glassdoor est.),4.0,Information Technology,Information Technology Support Services,4d,"Company Description

Visa is a world leader in digital payments, facilitating more than 215 billion payments transactions between consumers, merchants, financial institutions and government entities across more than 200 countries and territories each year. Our mission is to connect the world through the most innovative, convenient, reliable and secure payments network, enabling individuals, businesses and economies to thrive.
When you join Visa, you join a culture of purpose and belonging – where your growth is priority, your identity is embraced, and the work you do matters. We believe that economies that include everyone everywhere, uplift everyone everywhere. Your work will have a direct impact on billions of people around the world – helping unlock financial access to enable the future of money movement.
Join Visa: A Network Working for Everyone."
Five Below,Data Scientist,"Philadelphia, PA",$71K - $144K (Glassdoor est.),3.5,Retail & Wholesale,"Department, Clothing & Shoe Stores",30d+,"At Five Below our growth is a result of the people who embrace our purpose: We know life is way better when you are free to Let Go & Have Fun in an amazing experience, filled with unlimited possibilities, priced so low, you can always say yes to the newest, coolest stuff! Just ask any of our over 17,000 associates who work at Five Below and they’ll tell you there’s no other place like it. It all starts with our purpose and then, The Five Below Way, which is our values and behaviors that each and every associate believes in.
It’s all about culture at Five Below, making this a place that can inspire you as much as you inspire us with big ideas, super energy, passion, and the ability to make the workplace a WOWplace!
JOB RESPONSIBILITIES:
Answer complex business problems, optimize processes, or enhance automation.
Develop innovative statistical techniques to enable improved forecasting, summarization, classification, and optimization.
Create compelling analyses and visualizations to improve business decisions and processes."
Pinterest,"Data Scientist, Shopping Monetization","San Francisco, CA",$95K - $227K (Glassdoor est.),4.2,Information Technology,Internet & Web Services,5d,"About Pinterest:
Millions of people across the world come to Pinterest to find new ideas every day. It's where they get inspiration, dream about new possibilities and plan for what matters most. Our mission is to help those people find their inspiration and create a life they love. In your role, you'll be challenged to take on work that upholds this mission and pushes Pinterest forward. You'll grow as a person and leader in your field, all the while helping Pinners make their lives better in the positive corner of the internet.
Our new progressive work model is called PinFlex, a term that's uniquely Pinterest to describe our flexible approach to living and working. Visit our PinFlex landing page to learn more.
As a Data Scientist you will shape the future of people-facing and business-facing products we build at Pinterest. Your expertise in quantitative modeling, experimentation and algorithms will be utilized to solve some of the most complex engineering challenges at the company. You will collaborate on a wide array of product and business problems with a diverse set of cross-functional partners across Product, Engineering, Design, Research, Product Analytics, Data Engineering and others. The results of your work will influence and up-level our product development teams while introducing greater scientific rigor into the real world products serving hundreds of millions of Pinners, creators, advertisers and merchants around the world.

Not Specified
0"
US Federal Aviation Administration,Data Scientist,"Washington, DC",Employer Provided Salary:$132K - $204K,4.0,Government & Public Administration,National Agencies,4d,"Duties
The Data Scientist applies experience and expert knowledge to identify the methods, processes, algorithms, tools, and systems to extract data and interpret findings from varied structured and unstructured data sets related to the data science lifecycle. As a recognized expert within the Federal Aviation Administration (FAA), the Scientist is called to provide leadership for highly complex and challenging activities under the minimal direction of the manager. Identifies and resolves highly complex problems or issues, which often cross organizational boundaries within the ATO and frequently throughout the FAA. Work activities typically impact directly on the objectives of the ATO and frequently impacts the objectives of the FAA, the aviation and aerospace industries and other external parties.
Uses statistical methods to extract information from research data and provides different ways to assess the reliability and dependability of research outputs. Develops algorithms and/or tools to support data manipulation and processing as well as the use of data visualization techniques to articulate findings to aid in the design and construction of new innovative concepts, and techniques, such as collision risk modeling. Combines computer science, modeling, statistics, analytics, and mathematics to identify and resolve highly complex problems or issues, which has an impact on the accomplishment of FAA's strategic objectives. Reports quantitative information, trends, relationships and correlations among or within data sets, to support the Air Traffic Organization (ATO), Safety and Technical Training risk management efforts."
The Coca-Cola Company,Data Scientist 2,"Plano, TX",$82K - $164K (Glassdoor est.),4.0,Manufacturing,Food & Beverage Manufacturing,1d,"About Enterprise Data and Analytics:
The Data and Analytics (DnA) Services organization is transforming how Coca-Cola leverages data across the entire company. We passionately develop and scale leading data capabilities for Coca-Cola, driving growth and delighting consumers through innovation and agile, insight-led decision making.
Job Description Summary:
You will play a critical role in the growing Data Science Services team in DnA, where you will be responsible for developing advanced analytics and machine learning models across domains including: marketing, supply chain optimization, forecasting, digital transformation, and food and beverage science. You will work closely with IT partners, process owners and business stakeholders to deliver impactful data science solutions at significant scale. You will have the opportunity to do your best work every day and deliver disruptive innovation by tapping into new datasets, leveraging the latest cloud technologies, and being supported by a robust analytics and IT organization."
Nike,"Data Scientist - Commercial Analytics (Open to remote work, except the following locations: SD, VT, and WV)","Beaverton, OR",Employer Provided Salary:$117K,4.1,Manufacturing,Consumer Product Manufacturing,30d+,"Become a Part of the NIKE, Inc. Team
NIKE, Inc. does more than outfit the world’s best athletes. It is a place to explore potential, obliterate boundaries and push out the edges of what can be. The company looks for people who can grow, think, dream and create. Its culture thrives by embracing diversity and rewarding imagination. The brand seeks achievers, leaders and visionaries. At NIKE, Inc. it’s about each person bringing skills and passion to a challenging and constantly evolving game.
Analytics is a competitive differentiator for Nike and is fundamentally changing how the company serves athletes and consumers around the world. The Nike Commercial Analytics team builds analytic-based solutions to manage marketplace and optimize the supply chain. Using big data, advanced analytics and innovative technology, we strive to ensure that Nike gets the right product to the right place at the right time for the consumers!"
Nike,"Sr Data Scientist- (Advanced Analytics) (Open to remote work, except the following locations: SD, VT, and WV)","Beaverton, OR",Employer Provided Salary:$140K,4.1,Manufacturing,Consumer Product Manufacturing,19d,"Become a Part of the NIKE, Inc. Team
NIKE, Inc. does more than outfit the world’s best athletes. It is a place to explore potential, obliterate boundaries and push out the edges of what can be. The company looks for people who can grow, think, dream and create. Its culture thrives by embracing diversity and rewarding imagination. The brand seeks achievers, leaders and visionaries. At NIKE, Inc. it’s about each person bringing skills and passion to a challenging and constantly evolving game.
Analytics is a competitive differentiator for Nike and is fundamentally changing how the company serves athletes and consumers around the world! The Nike Commercial Analytics team builds analytic-based solutions to manage marketplace and optimize the supply chain. Using big data, advanced analytics and state-of-the-art technology, we strive to ensure that Nike gets the right product to the right place at the right time for the consumers."
US Defense Information Systems Agency,DATA SCIENTIST,"Fort Meade, MD",Employer Provided Salary:$126K - $164K,3.7,Government & Public Administration,National Agencies,3d,"Duties
Develop and automates large scale, high-performance data processing systems and tools to improve data quality and volume, accelerate iteration cycles, and improve the ability to deliver superior enabled analytics capabilities.
Perform a broad range of data analyses assignments entailing unique problems, creativity, innovative use of techniques, advance approaches and or new technology
Plan and conduct statistical data analytics projects and/or studies to evaluate, design, and tabulate statistical sampling plans and analytical procedures and processes
Participate in meetings, conferences, briefings, and seminars related to data analytics program planning, technologies, and support system concepts."
Facebook App,Data Scientist,"San Francisco, CA",$99K - $214K (Glassdoor est.),4.3,Information Technology,Internet & Web Services,3d,"Want to apply your passion for data to help small businesses thrive? Join the Small Business Group (SBG) at Meta! You will directly contribute to our mission of helping small businesses connect with their customers and grow through solutions like pages, advertising, and offers. Together, we succeed when small businesses succeed.Our team collects and analyzes survey and behavioral datasets to understand new challenges, solve problems, and shape decisions. Our research covers a wide range of topics: understanding customer profiles, assessing their needs, pain points and overall experience, providing recommendations for product strategy, marketing and sales teams, evaluating the economic and social impact, improving survey science and causal measurement methods, and brand sentiment. To tackle these topics, our interdisciplinary team have expertise in statistical inference, survey methodology, causal inference and econometrics, regression modeling, exploratory data analysis, and psychometrics, among other areas. If you are a quantitative social scientist with experience answering complex research questions, consider joining us in our mission. In this role, you’ll own all aspects of the research process, including navigating trade-offs when designing projects, proposing appropriate methodologies, analyzing data, and communicating results to diverse audiences to drive impactful decisions. You will have the opportunity to learn new methodologies and how to glean insights from big data.
















Facebook is proud to be an Equal Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law.Facebook is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com."
MIT,Data Scientist,"Cambridge, MA",$86K - $167K (Glassdoor est.),4.4,Education,Colleges & Universities,4d,"Information on MIT’s COVID-19 vaccination requirement can be found at the bottom of this posting.

DATA SCIENTIST, Brain and Cognitive Sciences, to serve as data scientist for the InBRAIN Collaboration, a collaboration with the Neurosurgery Department at Massachusetts General Hospital (MGH) that creates opportunities for ethical and innovative human basic and translational intracranial neuroscience research, with a focus on robust data standards and sharing policies. Responsibilities include building data sharing policies, enforcing compliance, and identifying further avenues for collaboration; data warehousing; developing and overseeing protocols for secure and HIPAA-compliant data transfer; building tools to automate data collection, deidentification, and preprocessing steps; creating, maintaining, and modifying dashboards built on a SQL engine to query metadata; training lab members on leveraging the AWS infrastructure; logging, maintaining, and executing access to all computational resources; aiding the development of a new MIT course based on human intracranial data; and performing other duties as needed."
U.S. Army Training and Doctrine Command,Data Scientist,"Fort Leavenworth, KS",Employer Provided Salary:$96K - $124K,3.8,Government & Public Administration,National Agencies,4d,"Duties
As a Data Scientist, you will perform duties to include but not limited to the following:
Responsible for the application of operations research and advanced data analysis techniques.
Plans and conducts, as project lead or member of a study team, relevant research and analytical studies of Army problems to support critical operational problems and/or decisions.
Directs and coordinates specific data mining, analysis, advanced modeling, development of mathematical algorithms, and computer program design activities with Department of Defense organizations.
Formulates analytical/mathematical procedures to solve operational data problems.
Provides expert consultation to heads of major organizations, high-ranking government official, and key personnel within and outside the federal government."
Harley-Davidson,Data Scientist - Remote,"Milwaukee, WI",$67K - $123K (Glassdoor est.),3.5,Manufacturing,Transportation Equipment Manufacturing,1d,"Auto req ID: 17681
Title: Data Scientist - Remote
Job Function: Product Management
Location: Remote
Company: Harley-Davidson Motor Company
Full or Part-Time: Full Time

At Harley-Davidson, we are building more than machines. It’s our passion and commitment to continue the evolution of this storied brand, and heighten the desirability of the Harley-Davidson experience. To keep building our legend and leading our industry through innovation, evolution, and emotion we need the best and brightest talent. We stand for the timeless pursuit of adventure. Freedom for the soul. Are you ready to join us?

We maximize employee flexibility and well-being through a virtual mindset that supports our highly distributed, global workforce. We take an outcome-focused, people-centered approach to winning, including welcoming the best talent - wherever they may be."
Los Angeles County Department of Human Resources,DATA SCIENTIST,"Los Angeles, CA",Employer Provided Salary:$100K - $135K,3.3,Healthcare,Health Care Services & Hospitals,16d,"EXAM NUMBER:
PH1763A
FIRST DAY OF FILING:
Friday, May 13, 2022 at 8:30 a.m., Pacific Time (PT)
Until the needs of the service are met and is subject to closure without prior notice.
TYPE OF RECRUITMENT:
Open Competitive Job Opportunity

Position Information:
Under general supervision, develops and applies methods to identify, collect, process, organize, and analyze structured and unstructured data using statistical prediction, inference, and optimization; effectively communicates results to County, departmental, and divisional decision makers to support data-driven program design and management."
